"","Stock","Date","Open","High","Low","Close","Volume","Adj.Close"
"105","^DJI","2016-05-06",17650.300781,17744.539062,17580.380859,17740.630859,80020000,17740.630859
"106","^DJI","2016-05-05",17664.480469,17736.109375,17615.820312,17660.710938,81530000,17660.710938
"107","^DJI","2016-05-04",17735.019531,17738.060547,17609.009766,17651.259766,95020000,17651.259766
"108","^DJI","2016-05-03",17870.75,17870.75,17670.880859,17750.910156,97060000,17750.910156
"109","^DJI","2016-05-02",17783.779297,17912.349609,17773.710938,17891.160156,80100000,17891.160156
"110","^DJI","2016-04-29",17813.089844,17814.830078,17651.980469,17773.640625,136670000,17773.640625
"111","^DJI","2016-04-28",18023.880859,18035.730469,17796.550781,17830.759766,100920000,17830.759766
"112","^DJI","2016-04-27",17996.140625,18084.660156,17920.259766,18041.550781,109090000,18041.550781
"113","^DJI","2016-04-26",17987.380859,18043.769531,17934.169922,17990.320312,92570000,17990.320312
"114","^DJI","2016-04-25",17990.939453,17990.939453,17855.550781,17977.240234,83770000,17977.240234
"115","^DJI","2016-04-22",17985.050781,18026.849609,17909.890625,18003.75,134120000,18003.75
"116","^DJI","2016-04-21",18092.839844,18107.289062,17963.890625,17982.519531,102720000,17982.519531
"117","^DJI","2016-04-20",18059.490234,18167.630859,18031.210938,18096.269531,100210000,18096.269531
"118","^DJI","2016-04-19",18012.099609,18103.460938,17984.429688,18053.599609,89820000,18053.599609
"119","^DJI","2016-04-18",17890.199219,18009.529297,17848.220703,18004.160156,89390000,18004.160156
"120","^DJI","2016-04-15",17925.949219,17937.650391,17867.410156,17897.460938,118160000,17897.460938
"121","^DJI","2016-04-14",17912.25,17962.140625,17885.439453,17926.429688,84510000,17926.429688
"122","^DJI","2016-04-13",17741.660156,17918.349609,17741.660156,17908.279297,91710000,17908.279297
"123","^DJI","2016-04-12",17571.339844,17744.429688,17553.570312,17721.25,81020000,17721.25
"124","^DJI","2016-04-11",17586.480469,17731.630859,17555.900391,17556.410156,107100000,17556.410156
"125","^DJI","2016-04-08",17555.390625,17694.509766,17528.160156,17576.960938,79990000,17576.960938
"126","^DJI","2016-04-07",17687.279297,17687.279297,17484.230469,17541.960938,90120000,17541.960938
"127","^DJI","2016-04-06",17605.449219,17723.550781,17542.539062,17716.050781,99410000,17716.050781
"128","^DJI","2016-04-05",17718.029297,17718.029297,17579.560547,17603.320312,115230000,17603.320312
"129","^DJI","2016-04-04",17799.390625,17806.380859,17710.669922,17737,85230000,17737
"130","^DJI","2016-04-01",17661.740234,17811.480469,17568.019531,17792.75,104890000,17792.75
"131","^GSPTSE","2016-07-04",14200.099609,14291.599609,14200.099609,14258.900391,116770200,14258.900391
"132","^GSPTSE","2016-06-30",14056.200195,14106.799805,13967.599609,14064.5,246966800,14064.5
"133","^GSPTSE","2016-06-29",13928.700195,14058,13928.700195,14036.700195,235539800,14036.700195
"134","^GSPTSE","2016-06-28",13745.599609,13869.200195,13745.599609,13842.700195,222712600,13842.700195
"135","^GSPTSE","2016-06-27",13856.900391,13856.900391,13609.599609,13689.799805,285929200,13689.799805
"136","^GSPTSE","2016-06-24",14020.5,14020.5,13790.700195,13891.900391,278493000,13891.900391
"137","^GSPTSE","2016-06-23",14071.5,14150.400391,14071.5,14131.400391,179671800,14131.400391
"138","^GSPTSE","2016-06-22",14037.700195,14066.599609,13981.799805,14003.799805,193981600,14003.799805
"139","^GSPTSE","2016-06-21",14007,14049.200195,13956.900391,14012.299805,162875900,14012.299805
"140","^GSPTSE","2016-06-20",13915.299805,14059.400391,13915.299805,14015.099609,192086300,14015.099609
"141","^GSPTSE","2016-06-17",13894.900391,13957.200195,13892,13901.799805,533583700,13901.799805
"142","^GSPTSE","2016-06-16",13907.900391,13907.900391,13814.200195,13882.400391,252326100,13882.400391
"143","^GSPTSE","2016-06-15",13883.900391,13987.599609,13883.900391,13923.5,233766100,13923.5
"144","^GSPTSE","2016-06-14",13981.599609,14000,13855.5,13884.200195,212739400,13884.200195
"145","^GSPTSE","2016-06-13",14035.400391,14078.599609,13958.799805,13993.900391,230786000,13993.900391
"146","^GSPTSE","2016-06-10",14214.799805,14214.799805,14003.700195,14037.5,206559700,14037.5
"147","^GSPTSE","2016-06-09",14270.5,14270.5,14203.400391,14240,204015500,14240
"148","^GSPTSE","2016-06-08",14411.599609,14450.900391,14289.700195,14313.099609,273079700,14313.099609
"149","^GSPTSE","2016-06-07",14272.099609,14365.599609,14272.099609,14365.599609,231774800,14365.599609
"150","^GSPTSE","2016-06-06",14261.200195,14297.5,14236.700195,14276.200195,221587400,14276.200195
"151","^GSPTSE","2016-06-03",14154,14240.299805,14128.200195,14226.799805,225080700,14226.799805
"152","^GSPTSE","2016-06-02",14055.799805,14147.599609,14017.099609,14137,159506200,14137
"153","^GSPTSE","2016-06-01",14017,14066,13959.599609,14063.5,197727200,14063.5
"154","^GSPTSE","2016-05-31",14099.700195,14172.400391,14063.299805,14065.799805,350396100,14065.799805
"155","^GSPTSE","2016-05-30",14119.599609,14124,14068.900391,14086.700195,69147900,14086.700195
"156","^GSPTSE","2016-05-27",14050.5,14130.900391,14045.599609,14105.200195,178296600,14105.200195
"157","^GSPTSE","2016-05-26",14127,14143.5,14049,14049.200195,205325900,14049.200195
"158","^GSPTSE","2016-05-25",13963.700195,14093.299805,13963.700195,14053.700195,225244200,14053.700195
"159","^GSPTSE","2016-05-24",13927.700195,14025.799805,13920.299805,13952.900391,212998300,13952.900391
"160","^GSPTSE","2016-05-20",13863.900391,13962,13863.900391,13919.599609,192297500,13919.599609
"161","^GSPTSE","2016-05-19",13759.099609,13817.299805,13690.200195,13817.299805,245226900,13817.299805
"162","^GSPTSE","2016-05-18",13900.700195,13949.5,13792.200195,13826,270185000,13826
"163","^GSPTSE","2016-05-17",13886.599609,13981.200195,13873.700195,13917.099609,237676600,13917.099609
"164","^GSPTSE","2016-05-16",13807.200195,13930.599609,13807.200195,13893.5,213145800,13893.5
"165","^GSPTSE","2016-05-13",13774.299805,13833.599609,13725.5,13748.599609,221864700,13748.599609
"166","^GSPTSE","2016-05-12",13843.099609,13882.5,13670.200195,13787.799805,229066300,13787.799805
"167","^GSPTSE","2016-05-11",13779,13829.700195,13737.299805,13788.200195,256547100,13788.200195
"168","^GSPTSE","2016-05-10",13582,13798,13582,13775.200195,217451800,13775.200195
"169","^GSPTSE","2016-05-09",13663.599609,13663.599609,13535.5,13563.799805,200744000,13563.799805
"170","^GSPTSE","2016-05-06",13621.799805,13768.400391,13597.599609,13701.5,236543900,13701.5
"171","^GSPTSE","2016-05-05",13683.799805,13758.900391,13578.799805,13632,241876000,13632
"172","^GSPTSE","2016-05-04",13680.700195,13734.099609,13570,13632,242917200,13632
"173","^GSPTSE","2016-05-03",13842.099609,13842.099609,13599.900391,13707.700195,248248100,13707.700195
"174","^GSPTSE","2016-05-02",13963.900391,13963.900391,13836.400391,13865.599609,240760400,13865.599609
"175","^GSPTSE","2016-04-29",13891.700195,13972.599609,13889.200195,13951.5,330816400,13951.5
"176","^GSPTSE","2016-04-28",13874.099609,13966.5,13780.200195,13886.400391,300923200,13886.400391
"177","^GSPTSE","2016-04-27",13833.900391,13902.799805,13823.5,13887.700195,267456600,13887.700195
"178","^GSPTSE","2016-04-26",13821.400391,13862.400391,13793,13809.400391,223152400,13809.400391
"179","^GSPTSE","2016-04-25",13861.099609,13861.099609,13756,13796,182890300,13796
"180","^GSPTSE","2016-04-22",13874.700195,13928.799805,13854.400391,13874,224861200,13874
"181","^GSPTSE","2016-04-21",13924.200195,13963.099609,13844.700195,13881.200195,263388500,13881.200195
"182","^GSPTSE","2016-04-20",13873,13971.799805,13854,13911.299805,302419700,13911.299805
"183","^GSPTSE","2016-04-19",13761.099609,13871.799805,13739.200195,13867.299805,260806600,13867.299805
"184","^GSPTSE","2016-04-18",13595.599609,13730.599609,13548.799805,13719.799805,223276100,13719.799805
"185","^GSPTSE","2016-04-15",13632.200195,13657.599609,13596.200195,13637.200195,201683900,13637.200195
"186","^GSPTSE","2016-04-14",13680,13701.099609,13629.599609,13668.299805,227931800,13668.299805
"187","^GSPTSE","2016-04-13",13617.900391,13703.599609,13608.900391,13671.400391,236988900,13671.400391
"188","^GSPTSE","2016-04-12",13447.5,13632.799805,13444.5,13581.400391,287997300,13581.400391
"189","^GSPTSE","2016-04-11",13422.099609,13529,13422.099609,13422.799805,215507800,13422.799805
"190","^GSPTSE","2016-04-08",13328.400391,13428.799805,13328.400391,13396.700195,223954300,13396.700195
"191","^GSPTSE","2016-04-07",13327.299805,13327.299805,13217.200195,13266.400391,209397600,13266.400391
"192","^GSPTSE","2016-04-06",13308.900391,13348,13237.900391,13347.5,209952600,13347.5
"193","^GSPTSE","2016-04-05",13309.299805,13326.5,13262.200195,13304.700195,181700400,13304.700195
"194","^GSPTSE","2016-04-04",13450,13452.900391,13314.599609,13336.200195,157818600,13336.200195
"195","^GSPTSE","2016-04-01",13404.599609,13440.799805,13323.599609,13440.400391,205610900,13440.400391
"196","^SPBLPGPT","2016-07-04",13958.19043,14034.839844,13958.19043,14034.839844,0,14034.839844
"197","^SPBLPGPT","2016-07-01",13871.240234,13975.160156,13834.230469,13968.389648,0,13968.389648
"198","^SPBLPGPT","2016-06-30",13469.25,13859.410156,13469.25,13856.879883,0,13856.879883
"199","^SPBLPGPT","2016-06-28",13379.080078,13585.200195,13379.019531,13534.009766,0,13534.009766
"200","^SPBLPGPT","2016-06-27",13490.94043,13512.019531,13245.509766,13395.200195,0,13395.200195
"201","^SPBLPGPT","2016-06-24",13767.650391,13930.94043,13480.879883,13488.200195,0,13488.200195
"202","^SPBLPGPT","2016-06-23",13622.910156,13787.290039,13585.099609,13771.849609,0,13771.849609
"203","^SPBLPGPT","2016-06-22",13641.400391,13659.669922,13589.570312,13619.910156,0,13619.910156
"204","^SPBLPGPT","2016-06-21",13643.339844,13674.980469,13576.230469,13633.540039,0,13633.540039
"205","^SPBLPGPT","2016-06-20",13621.389648,13694.120117,13564.839844,13645,0,13645
"206","^SPBLPGPT","2016-06-17",13603.589844,13802.799805,13591.240234,13644.80957,0,13644.80957
"207","^SPBLPGPT","2016-06-16",13701.990234,13872.629883,13574.75,13626.05957,0,13626.05957
"208","^SPBLPGPT","2016-06-15",13439.429688,13753.290039,13417.339844,13695.830078,0,13695.830078
"209","^SPBLPGPT","2016-06-14",13646.230469,13660.860352,13426.129883,13443.459961,0,13443.459961
"210","^SPBLPGPT","2016-06-13",13775.919922,13807.05957,13585.969727,13621.639648,0,13621.639648
"211","^SPBLPGPT","2016-06-10",13986.969727,14023.089844,13758.379883,13775.919922,0,13775.919922
"212","^SPBLPGPT","2016-06-09",13935.69043,13996.110352,13839.629883,13980.629883,0,13980.629883
"213","^SPBLPGPT","2016-06-08",13898.490234,14111.530273,13898.490234,13910.370117,0,13910.370117
"214","^SPBLPGPT","2016-06-07",13989.240234,13989.620117,13861.370117,13900.980469,0,13900.980469
"215","^SPBLPGPT","2016-06-06",13948.469727,13991.599609,13872.969727,13949.139648,0,13949.139648
"216","^SPBLPGPT","2016-06-03",13658.139648,13951.5,13658.099609,13949.099609,0,13949.099609
"217","^SPBLPGPT","2016-06-02",13556.55957,13712.69043,13530.740234,13660.160156,0,13660.160156
"218","^SPBLPGPT","2016-06-01",13543.589844,13567.709961,13489.780273,13555.759766,0,13555.759766
"219","^SPBLPGPT","2016-05-31",13601.040039,13631.580078,13512.959961,13529.700195,0,13529.700195
"220","^SPBLPGPT","2016-05-30",13560.700195,13611.099609,13556.870117,13605.080078,0,13605.080078
"221","^SPBLPGPT","2016-05-27",13573.139648,13626.5,13538.790039,13552.5,0,13552.5
"222","^SPBLPGPT","2016-05-26",13490.94043,13581.259766,13396.839844,13581.259766,0,13581.259766
"223","^SPBLPGPT","2016-05-25",13416.94043,13502.200195,13402.669922,13491.75,0,13491.75
"224","^SPBLPGPT","2016-05-24",13492.900391,13509.05957,13380.709961,13439.240234,0,13439.240234
"225","^SPBLPGPT","2016-05-23",13414.110352,13555.75,13410.849609,13498.150391,0,13498.150391
"226","^SPBLPGPT","2016-05-20",13390.040039,13437.589844,13388.889648,13418.129883,0,13418.129883
"227","^SPBLPGPT","2016-05-19",13566.259766,13571.19043,13396.009766,13416.540039,0,13416.540039
"228","^SPBLPGPT","2016-05-18",13741.360352,13741.360352,13565.860352,13565.860352,0,13565.860352
"229","^SPBLPGPT","2016-05-17",13762.660156,13793.5,13672.280273,13723.540039,0,13723.540039
"230","^SPBLPGPT","2016-05-16",13636.660156,13817.160156,13623.320312,13762.599609,0,13762.599609
"231","^SPBLPGPT","2016-05-13",13570.709961,13765.5,13529.830078,13641.980469,0,13641.980469
"232","^SPBLPGPT","2016-05-12",13510.790039,13587.929688,13473.290039,13523.950195,0,13523.950195
"233","^SPBLPGPT","2016-05-11",13451.769531,13575.980469,13451.769531,13549.480469,0,13549.480469
"234","^SPBLPGPT","2016-05-10",13137.889648,13451.709961,13129.580078,13448.360352,0,13448.360352
"235","^SPBLPGPT","2016-05-09",13333.219727,13341.379883,13124.820312,13143.599609,0,13143.599609
"236","^SPBLPGPT","2016-05-06",13292.580078,13385.959961,13262.679688,13332.009766,0,13332.009766
"237","^SPBLPGPT","2016-05-05",13272.049805,13359.69043,13223.730469,13259.980469,0,13259.980469
"238","^SPBLPGPT","2016-05-04",13542.209961,13543.509766,13235.179688,13267.070312,0,13267.070312
"239","^SPBLPGPT","2016-05-03",13738.509766,13791.610352,13505.919922,13545.05957,0,13545.05957
"240","^SPBLPGPT","2016-05-02",13649.089844,13816.049805,13649.05957,13746,0,13746
"241","^SPBLPGPT","2016-04-29",13501.55957,13704.530273,13501.530273,13703.69043,0,13703.69043
"242","^SPBLPGPT","2016-04-28",13442.889648,13559.669922,13442.889648,13508.700195,0,13508.700195
"243","^SPBLPGPT","2016-04-27",13264.030273,13455.509766,13248.929688,13442.889648,0,13442.889648
"244","^SPBLPGPT","2016-04-26",13175.769531,13267.139648,13116.389648,13263.820312,0,13263.820312
"245","^SPBLPGPT","2016-04-25",13194.660156,13217.700195,13141.349609,13170.160156,0,13170.160156
"246","^SPBLPGPT","2016-04-22",13293.070312,13321.879883,13152.75,13197.089844,0,13197.089844
"247","^SPBLPGPT","2016-04-21",13265.759766,13376.519531,13263.139648,13295.919922,0,13295.919922
"248","^SPBLPGPT","2016-04-20",13252.150391,13357.580078,13242.019531,13242.269531,0,13242.269531
"249","^SPBLPGPT","2016-04-19",12998.360352,13284.959961,12993.469727,13278.480469,0,13278.480469
"250","^SPBLPGPT","2016-04-18",12813.69043,12974.660156,12813.679688,12972.370117,0,12972.370117
"251","^SPBLPGPT","2016-04-15",12767.099609,12823.549805,12726.709961,12814.660156,0,12814.660156
"252","^SPBLPGPT","2016-04-14",13003.650391,13003.650391,12733.799805,12767.490234,0,12767.490234
"253","^SPBLPGPT","2016-04-13",12809.830078,13027.230469,12807.19043,12938.780273,0,12938.780273
"254","^SPBLPGPT","2016-04-12",12537.580078,12835.980469,12468.110352,12801.129883,0,12801.129883
"255","^SPBLPGPT","2016-04-11",11511.480469,12771.269531,11511.480469,12517.379883,0,12517.379883
"256","^SPBLPGPT","2016-04-08",11396.580078,11524.80957,11316.910156,11524.80957,0,11524.80957
"257","^SPBLPGPT","2016-04-07",11682.200195,11773.509766,11372.400391,11410.019531,0,11410.019531
"258","^SPBLPGPT","2016-04-06",11813.150391,11846.419922,11639,11709.120117,0,11709.120117
"259","^SPBLPGPT","2016-04-05",11758.549805,11811.469727,11650.80957,11791.429688,0,11791.429688
"260","^SPBLPGPT","2016-04-04",11868.75,11889.169922,11726.820312,11734.650391,0,11734.650391
"261","^SPBLPGPT","2016-04-01",12112.490234,12119.929688,11885.080078,11890.429688,0,11890.429688
"262","^FTSE","2016-07-04",6577.799805,6612.100098,6514.799805,6522.299805,0,6522.299805
"263","^FTSE","2016-07-01",6504.299805,6587.399902,6498.600098,6577.799805,1066211600,6577.799805
"264","^FTSE","2016-06-30",6360.100098,6504.299805,6310,6504.299805,1515147700,6504.299805
"265","^FTSE","2016-06-29",6140.399902,6360.100098,6140.399902,6360.100098,1458617500,6360.100098
"266","^FTSE","2016-06-28",5982.200195,6170.299805,5982.200195,6140.399902,1545515100,6140.399902
"267","^FTSE","2016-06-27",6138.700195,6138.700195,5958.700195,5982.200195,2430429000,5982.200195
"268","^FTSE","2016-06-24",6338.100098,6338.600098,5788.700195,6138.700195,3761301200,6138.700195
"269","^FTSE","2016-06-23",6261.200195,6380.600098,6261.200195,6338.100098,887921000,6338.100098
"270","^FTSE","2016-06-22",6226.600098,6315.600098,6222,6261.200195,858110900,6261.200195
"271","^FTSE","2016-06-21",6204,6250.200195,6156.200195,6226.600098,816749300,6226.600098
"272","^FTSE","2016-06-20",6021.100098,6236.5,6021.100098,6204,979119000,6204
"273","^FTSE","2016-06-17",5950.5,6046.100098,5950.5,6021.100098,1274460400,6021.100098
"274","^FTSE","2016-06-16",5966.799805,5966.799805,5900,5950.5,791476800,5950.5
"275","^FTSE","2016-06-15",5923.5,6007.5,5923.399902,5966.799805,856010000,5966.799805
"276","^FTSE","2016-06-14",6045,6045,5921.700195,5923.5,954027400,5923.5
"277","^FTSE","2016-06-13",6115.799805,6115.799805,6045,6045,827452100,6045
"278","^FTSE","2016-06-10",6231.899902,6231.899902,6097.200195,6115.799805,725887400,6115.799805
"279","^FTSE","2016-06-09",6301.5,6301.700195,6229.100098,6231.899902,652352500,6231.899902
"280","^FTSE","2016-06-08",6284.5,6304.5,6263.799805,6301.5,643216300,6301.5
"281","^FTSE","2016-06-07",6273.399902,6322.600098,6273.399902,6284.5,669759500,6284.5
"282","^FTSE","2016-06-06",6209.600098,6301.600098,6209.600098,6273.399902,0,6273.399902
"283","^FTSE","2016-06-03",6185.600098,6251.700195,6168.200195,6209.600098,640902800,6209.600098
"284","^FTSE","2016-06-02",6191.899902,6220.299805,6173.100098,6185.600098,866397400,6185.600098
"285","^FTSE","2016-06-01",6230.799805,6233.200195,6151.899902,6191.899902,871135700,6191.899902
"286","^FTSE","2016-05-31",6270.799805,6290.100098,6230.100098,6230.799805,0,6230.799805
"287","^FTSE","2016-05-27",6265.700195,6275.899902,6250.299805,6270.799805,559788200,6270.799805
"288","^FTSE","2016-05-26",6262.899902,6281.700195,6243.5,6265.700195,645606000,6265.700195
"289","^FTSE","2016-05-25",6219.299805,6270.299805,6219.299805,6262.899902,845296300,6262.899902
"290","^FTSE","2016-05-24",6136.399902,6231.899902,6109.600098,6219.299805,808796300,6219.299805
"291","^FTSE","2016-05-23",6156.299805,6173.100098,6122.600098,6136.399902,633421100,6136.399902
"292","^FTSE","2016-05-20",6053.399902,6156.5,6053.399902,6156.299805,757165100,6156.299805
"293","^FTSE","2016-05-19",6165.799805,6165.799805,6050.200195,6053.399902,908399900,6053.399902
"294","^FTSE","2016-05-18",6167.799805,6169.299805,6116,6165.799805,860903500,6165.799805
"295","^FTSE","2016-05-17",6151.399902,6215.899902,6147.200195,6167.799805,736046400,6167.799805
"296","^FTSE","2016-05-16",6138.5,6157.200195,6092.200195,6151.399902,432163600,6151.399902
"297","^FTSE","2016-05-13",6104.200195,6138.5,6060.100098,6138.5,626972100,6138.5
"298","^FTSE","2016-05-12",6162.5,6193.200195,6094.100098,6104.200195,678248300,6104.200195
"299","^FTSE","2016-05-11",6156.700195,6172.700195,6131.200195,6162.5,555870400,6162.5
